time	n.risk	n.event	n.censor	estimate	std.error	conf.high	conf.low	strata
111	138	1	0	0.9856115107913669	0.010248193434754926	1	0.9660119276894074	clusterID=3
117	137	1	0	0.9784172661870504	0.012597482770539577	1	0.9545553395964909	clusterID=3
135	136	1	0	0.9712230215827339	0.014600095995946761	0.9994166778291886	0.9438247115318917	clusterID=3
166	135	1	0	0.9640287769784173	0.016384198572027633	0.9954885134047353	0.9335632408896083	clusterID=3
180	134	1	0	0.9568345323741007	0.01801533758120164	0.991223349563806	0.9236387770187714	clusterID=3
200	133	1	0	0.949640287769784	0.019532357037516723	0.9866999436608181	0.913972562732284	clusterID=3
202	132	1	0	0.9424460431654675	0.020960514830103652	0.9819697694603539	0.9045131244379991	clusterID=3
204	131	1	0	0.9352517985611509	0.02231732707989793	0.9770686870502636	0.8952246022258109	clusterID=3
234	130	1	0	0.9280575539568344	0.023615532604190345	0.9720228803061994	0.8860808124033306	clusterID=3
245	129	1	0	0.9208633093525178	0.024864742019241888	0.9668521697270094	0.8770619346607047	clusterID=3
272	128	1	0	0.9136690647482013	0.026072421132586617	0.9615719937489209	0.8681525307566599	clusterID=3
281	127	0	1	0.9136690647482013	0.026072421132586617	0.9615719937489209	0.8681525307566599	clusterID=3
286	126	3	0	0.8919150393970536	0.029552402745293332	0.9451016858400384	0.8417215305203581	clusterID=3
308	123	0	1	0.8919150393970536	0.029552402745293332	0.9451016858400384	0.8417215305203581	clusterID=3
315	122	2	0	0.8772934813741511	0.031779813244856306	0.93367542597917	0.8243162784909245	clusterID=3
327	120	0	1	0.8772934813741511	0.031779813244856306	0.93367542597917	0.8243162784909245	clusterID=3
334	119	1	0	0.8699212672449566	0.03288117176328377	0.9278300892662117	0.8156267186846338	clusterID=3
335	118	1	0	0.862549053115762	0.03396474248906763	0.9219229875719505	0.8069989349005506	clusterID=3
379	117	2	0	0.8478046248573728	0.036086664562593934	0.9099401033920588	0.7899120823998442	clusterID=3
381	115	1	0	0.8404324107281783	0.03712849323500124	0.9038713547775068	0.7814459804141528	clusterID=3
390	114	1	0	0.8330601965989838	0.038159569015700674	0.8977550742865216	0.7730274225507172	clusterID=3
412	113	0	1	0.8330601965989838	0.038159569015700674	0.8977550742865216	0.7730274225507172	clusterID=3
421	112	1	0	0.82562215912935	0.03919936591198388	0.8915545102042121	0.764565645559099	clusterID=3
454	111	1	0	0.8181841216597162	0.04023046569208074	0.8853098198893938	0.7561480081851073	clusterID=3
471	110	1	0	0.8107460841900824	0.04125400835674152	0.8790231955572041	0.7477723185824356	clusterID=3
